ActorID,BirthDate,Name,TotalAudiences
10058320,19790629,이희준,14500519
10058391,19810128,일라이저 우드,2605124
10058488,19720906,임근아,2979213
10058502,19550319,임달화,18491195
10058616,19690708,임성민,3687564
10058646,19800711,임수정,16290413
20110341,19870511,임슬옹,2940475
20171222,19881201,임시완,12444723
10058708,19701011,임원희,7113590
10058725,19840115,임은경,1263196
10058771,19820331,임정은,1358883
10058786,19661212,임종윤,9735630
10058796,19820518,임주환,5074557
10058806,19780307,임지규,8223266
20069387,19900623,임지연,9527509
10058821,19751107,임지은,4530059
10058849,19731130,임창정,14168948
10058853,19490902,임채무,3884622
10058890,19521031,임하룡,17669782
10058906,19790421,임현성,6275376
10058925,19740000,임형준,14944928
20154015,19691220,임호,558745
10059151,19711226,자레드 레토,1898220
10059155,19610824,자레드 해리스,1373873
10059158,19700501,자레스 J. 메즈,1400301
10059374,19691001,자크 갈리피아나키스,2080445
10060043,19520105,장광,39649803
10060065,19870804,장근석,1202351
20111525,19900522,장기범,1887731
10060094,19670720,장남열,4039891
10060114,19720307,장동건,10406560
10060151,19741111,장명갑,11324433
10060157,19740413,장문규,1165780
10060174,19840528,장미인애,1567514
10060194,19240929,장민호,2544911
10060201,19800524,장백지,685561
10060225,19720105,장서희,1875936
10060277,19640620,장세진,1257399
10060279,19800000,장소연,6879908
10060310,19840217,장신영,497689
10060331,19731125,장영남,55777091
10060379,19780816,장원식,1298666
20113281,19741105,장원영,9035187
20133145,19700605,장원종,3893216
20186171,19880711,장원형,5508017
20211726,19801107,장윤주,13414009
20232726,19870000,장인섭,2639709
10060548,19790209,장쯔이,1876605
10060562,19761014,장첸,4265139
10060576,19800927,장태성,1209363
10060592,19560901,장풍의,4265139
10060605,19470222,장항선,16940042
10060612,19761220,장혁,6809611
20158571,19710816,장혁진,1246836
10060624,19700717,장현성,5238111
10060691,19780105,재뉴어리 존스,2533852
10060736,19800929,재커리 레비,1011163
10061064,19770602,재커리 퀸토,3847708
10060818,19800525,재희,1144825
10076985,19920123,잭 레이너,5295836
10060900,19690828,잭 블랙,18932843
10061037,19821207,잭 휴스턴,1400301
10061058,19841221,잭슨 라스본,1371164
10061131,19780602,저스틴 롱,935168
20115326,19780721,저스틴 바사,1201673
10061167,19821031,저스틴 채트윈,2642874
10061208,19460803,적룡,1025302
10061228,19520721,전국환,27143899
10061252,19730211,전도연,8335816
10061272,19721207,전미선,8583316
20171342,20030520,전민서,7470633
10061276,19700602,전배수,32727487
20113003,19830917,전신환,1202384
10061347,19830315,전아민,2684783
10061399,19390000,전원주,1179661
10061467,19811031,전지현,35065254
10061532,19830927,전혜빈,8347261
20112423,19760101,전혜진,17200939
20128234,19820628,정겨운,1310895
10061575,19630919,정경순,967654
20110690,19720317,정경호,7903838
10061581,19830831,정경호,10348788
20155414,19850618,정다혜,1297296
20155416,19870107,정다혜,2985483
10061664,19850515,정대훈,773042
10061683,19490805,정동환,4109676
10061687,19661214,정두홍,5809767
10061699,19741211,정만식,64196001
20156246,19901011,정민주,1212843
20157462,19780909,정상훈,5599229
10061811,19710101,정석용,28309408
20113881,19850516,정석원,1584168
10061817,19710208,정선경,1059350
10061840,19560000,정성모,5316015
20158203,19790000,정성우,6684933
10061861,19750102,정성화,16750781
20191086,19890316,정소민,3044811
20115209,19820000,정수영,4804962
10061967,19811018,정영기,21923903
10061983,19770406,정영헌,2701230
10061990,19851119,정예지,1358883
10062023,19810114,정우,11343665
10062025,19730320,정우성,28616005
10062035,19400505,정욱,3583520
10062046,19750705,정운택,1532632
10062050,19710120,정웅인,30219188
10062060,19600926,정원중,42410955
10062071,19830118,정유미,28088545
10062072,19840223,정유미,1191683
10062073,19721227,정유석,2701230
20113533,19861124,정은채,11296173
10062122,19850419,정의철,2135509
10062134,19660000,정인기,16995218
10062184,19701120,정재영,33150061
20189362,20040726,정준원,6673967
10062239,19710318,정준하,10422663
10062240,19701001,정준호,18224706
20120861,19841122,정지윤,1646142
10062267,19820625,정지훈,2531347
20235446,20070531,정지훈,988451
20133634,19760804,정진,8488716
10062270,19411122,정진,2963196
10062279,19641016,정진영,39433785
10062362,19721130,정필주,1003026
10062374,19540622,정한용,1201944
10062378,19690305,정해균,2095592
10062422,19430221,정혜선,1901694
10062427,19810506,정혜영,2290709
20069204,19731214,정혜영,3893216
10062523,19870729,제네시스 로드리게스,2801949
10062620,19790221,제니퍼 러브 휴잇,859051
10062627,19900815,제니퍼 로렌스,7252689
10062629,19690724,제니퍼 로페즈,1648110
10062683,19690211,제니퍼 애니스턴,935168
10062722,19701212,제니퍼 코넬리,4268830
10062791,19691113,제라드 버틀러,10657336
10062937,19710107,제레미 레너,39882079
10062964,19890205,제레미 섬터,2078698
10062976,19480919,제레미 아이언스,3492681
10063142,19540429,제리 사인펠드,1236167
10063214,19740110,제메인 클레멘트,3379762
10063284,19831005,제시 아이젠버그,8075253
10053214,19920229,제시 어셔,1500830
10063321,19850924,제시카 루카스,1373873
10063343,19820303,제시카 비엘,1219637
20114821,19810329,제시카 차스테인,14986047
10063418,19820409,제이 바루첼,5562468
20166057,19860315,제이 코트니,6576646
10063490,19780220,제이 헤르난데즈,1898220
10063499,19710918,제이다 핀켓 스미스,3436530
10063545,19860314,제이미 벨,11015261
10063566,19830410,제이미 정,2801949
10063588,19671213,제이미 폭스,5541414
10063628,19700425,제이슨 리,620749
10063643,19740612,제이슨 미웨스,1998059
10063655,19690114,제이슨 베이트먼,4706158
10063676,19720912,제이슨 스타뎀,9928741
20131175,19740106,제이슨 코프,841125
10063725,19690717,제이슨 클락,7242930
10063789,19780528,제이크 존슨,5546792
10063816,19801219,제이크 질렌할,5079280
10064095,19790421,제임스 맥어보이,12645261
10064202,19600207,제임스 스페이더,10494499
10064305,19680926,제임스 카비젤,841006
10064321,19780617,제임스 코든,3427524
10064342,19400127,제임스 크롬웰,2801949
20113898,19780419,제임스 프랭코,2773794
10064554,19521022,제프 골드블럼,1500830
10064565,19550219,제프 다니엘스,4880800
10064638,19491204,제프 브리지스,4290816
10064778,19510706,제프리 러쉬,806248
10064955,19860112,젬마 아터튼,4613306
10065071,19780619,조 샐다나,17376254
10065160,19881201,조 크라비츠,3843343
10083374,19850326,조나단 그로프,10296101
10065333,19770727,조나단 리스 메이어스,1935790
10065531,19630609,조니 뎁,15944095
10065577,19800426,조다나 브루스터,3424814
10065609,19810510,조달환,15737400
20111862,19680302,조덕제,5796775
10065617,19670529,조덕현,27746537
10065670,19621119,조디 포스터,1207732
10065813,19760312,조미,4265139
10065825,19651105,조민기,11374859
10065830,19650129,조민수,7362657
10065832,20021125,조민아,5181014
20203246,19860000,조복래,21954738
10065876,19460109,조상건,8176898
10065946,19660808,조성하,15824779
10066016,19810217,조셉 고든 레빗,6396528
20217026,19910121,조수향,5442128
10066254,19721114,조쉬 더하멜,7784743
10066257,19710620,조쉬 루카스,2316695
10066309,19921012,조쉬 허처슨,2229543
10066274,19680212,조슈 브롤린,3379762
20132305,19720414,조승연,9201763
10066380,19800213,조승우,21344757
10066247,19810223,조시 게드,10296101
10066441,19821114,조안,3029135
10066575,19621011,조앤 쿠삭,1458865
10066641,19740623,조엘 에저튼,1511195
20169559,19791125,조엘 킨나만,1898220
10066680,19810210,조여정,11469183
10066710,19620000,조영진,17664871
20179942,19820621,조완기,11374859
10066769,19640927,조원희,7199002
10066791,19821013,조윤희,10399515
10066805,19810210,조은지,18626626
10066899,19810728,조인성,10442376
10066926,19740915,조재윤,32817849
10066929,19650630,조재현,10060069
20121022,19801226,조정석,23418399
10067224,19610506,조지 클루니,4565907
10067274,19950712,조지 헨리,4156018
10067353,19760303,조진웅,63000062
10067370,19590512,조철현,1717566
10067415,19810617,조한선,2843428
10067438,19771218,조현수,1068087
10067447,19800509,조현재,936945
10067455,19780930,조현철,782907
10067476,19800330,조혜진,6436508
10067479,19690000,조화성,6684933
10067494,19710823,조희봉,21342126
10067550,19570617,존 그리스,1860934
10067699,19640722,존 레귀자모,2513768
10067815,19531209,존 말코비치,12301732
10067925,19760920,존 번탈,1362114
10067952,19381229,존 보이트,1201673
10068115,19771029,존 아브라함스,2084482
10068265,19720616,존 조,1157156
10068370,19660628,존 쿠삭,5390201
10068447,19661019,존 파브로,9001331
10068576,19710310,존 햄,2625599
10068587,19400122,존 허트,9349993
10068853,19790118,주걸륜,3100113
10068885,19950616,주다영,898000
10068896,19721229,주드 로,6848355
10068893,19750720,주디 그리어,5546792
10068911,19341209,주디 덴치,5094303
10069030,19460101,주부진,3728430
10069038,19780718,주상욱,3045632
10069049,19620622,주성치,823559
20113225,19800521,주영호,1346754
20112931,19870930,주원,2164273
10069152,19800117,주이 디샤넬,818604
10069179,19820516,주지훈,6098350
20111954,19580226,주진모,40331823
10069182,19740811,주진모,15917160
10069209,19410000,주현,9542739
10069434,19810328,줄리아 스타일즈,4604270
10069498,19601203,줄리안 무어,2084482
10069674,19850801,쥬니,9765716
10069694,19741129,즈링 린/임지령,1570703
10069713,19791108,증국상,12983178
20128710,19820416,지나 카라노,3317196
10069833,19780522,지니퍼 굿윈,5641326
10069842,19690000,지대한,21053323
10069957,19770227,지성,3713423
20144380,19811219,지승현,4747983
10070056,19580426,지안카를로 에스포지토,2537438
10070224,19710624,지진희,2647313
10070393,19720327,진경,41028647
10070417,19800720,진구,37076516
10070514,19830101,진서연,1730535
20137049,19770000,진선규,1221427
20195689,19940215,진세연,7049643
10070678,19990325,진지희,6246849
10006144,19810215,진태현,3063751
10070991,19620117,짐 캐리,1798991
10071085,19660215,차광수,11374859
10071134,19810815,차수연,3682623
10071140,19700607,차승원,14871250
10071147,19850716,차예련,2242510
20189354,19821226,차은재,14399525
10071183,19671014,차인표,12528466
10071193,19791117,차종호,1716429
10071209,19760325,차태현,21268476
20133640,19800209,차현우,3246041
10071219,19831118,차현정,1112238
20206946,19921127,찬열,1165780
20114851,19760209,찰리 데이,2539113
10071315,19800410,찰리 허냄,2539113
10071622,19800426,채닝 테이텀,4521791
10071672,19810316,채민서,558745
20233666,19940430,채서진,2749416
10071770,19981215,챈들러 캔터베리,1047062
20210966,19870827,천민희,6043784
20110313,20020823,천보근,24414597
10071867,19760913,천성훈,1799447
20133966,19870420,천우희,21147894
10071900,19600909,천호진,26878265
10072075,19770505,최강희,5988870
10072106,19820910,최광락,1892467
20149353,19831225,최권,3024666
20111535,19860222,최다니엘,6523450
10072168,19700000,최덕문,55858575
10072195,19601130,최란,846020
20233266,19730331,최령,837011
20231368,19950629,최리,3587173
10072210,19680112,최무성,27914457
10072241,19741107,최민,2945137
10072250,19620326,최민수,1257399
10072251,19620427,최민식,39673786
10072255,19761106,최민철,8821852
10072269,19720114,최병모,10839873
10072330,19621216,최선중,604969
10072338,19701202,최성국,4249889
20154690,19730930,최성민,608479
20232846,19850117,최성원,3795248
10072431,19871104,최승현,7345685
10072456,19830727,최여진,1144825
10072524,19820720,최우리,6037536
20174763,19900326,최우식,19702000
10072532,19970504,최우혁,3234130
20160027,19791112,최욱,5045681
10072552,19760110,최원영,2729798
20127911,19860925,최윤영,1872681
10072586,19750805,최윤영,5074314
10072605,19831205,최은영,2554960
10072613,19790222,최은주,6317290
10072645,19590000,최일화,16415795
20131384,19790628,최재웅,2798940
10072674,19830715,최재환,8882084
10072695,19580517,최정우,23515595
10072699,19810430,최정원,1991433
10072700,19770509,최정윤,2199145
10072722,19500127,최종원,8481809
10072753,19750000,최지나,2554960
10072767,19750611,최지우,542955
20133466,19940619,최지은,2023174
10072773,19801125,최지호,5074449
10035775,19940329,최진리,8666046
20178264,19850209,최진혁,3566852
20134082,19680526,최진호,27574129
10072221,19870107,최희서,1172641
10072962,19730909,추상미,542955
10072977,19790120,추자현,4066230
20124956,19880211,추종범,3330324
10073030,19641229,츠루미 신고,7500420
10073160,19770710,치웨텔 에지오포,10836440
10084308,19920822,카라 델러비인,1898220
10073693,19720830,카메론 디아즈,9973475
20264269,19880127,카미시라이시 모네,3651886
20115319,19930519,카미키 류노스케,4717853
10073781,19861002,카밀라 벨,1134364
10073877,19920313,카야 스코델라리오,5556840
10073992,19590222,카일 맥라클란,4969735
20113037,19720607,칼 어번,3847708
10074418,19710829,칼라 구기노,980387
10074755,19850528,캐리 멀리건,1445248
10074761,19670821,캐리 앤 모스,1373873
10074781,19561021,캐리 피셔,2803234
10086536,19800303,캐서린 워터스턴,4662534
10074903,19690925,캐서린 제타-존스,3991552
10074917,19590323,캐서린 키너,3427524
10075125,19670226,커리 그레이엄,1373873
10076296,19720313,커먼,1898220
10075138,19820430,커스틴 던스트,6098508
10075185,19510317,커트 러셀,5741509
10075291,19601210,케네스 브래너,1784165
10075371,19760323,케리 러셀,1935790
10075454,19730809,케빈 맥키드,1846180
10075474,19580708,케빈 베이컨,2533852
10075496,19590726,케빈 스페이시,1702765
10075522,19650426,케빈 제임스,962770
10075538,19550118,케빈 코스트너,2182227
10075553,19471024,케빈 클라인,5119852
10075582,19800703,케빈 하트,2520670
10075675,19750812,케이시 애플렉,10105247
10075708,19830227,케이트 마라,4880800
10075719,19730726,케이트 베킨세일,2092465
10075724,19690514,케이트 블란쳇,13541623
10075742,19751005,케이트 윈슬렛,1017603
10075712,19831024,케이티 맥그라스,5546792
10075911,19690713,켄 정,1512340
10076039,19760223,켈리 맥도날드,1231024
10048181,19760314,코리 스톨,2841795
10084334,19820403,코비 스멀더스,10494499
10076441,19600312,코트니 B. 반스,3240370
10076865,19960106,코트니 이튼,3843343
10076552,19750322,콜 하우저,1438056
10076626,19760531,콜린 파렐,6953157
10076631,19600910,콜린 퍼스,11488404
10076693,19551116,쿠니무라 준,6879908
10076775,19740709,쿠사나기 츠요시,773025
10076840,19700318,퀸 라티파,2513768
10076983,19440404,크레이그 T. 넬슨,620749
10077017,19541113,크리스 노스,1067550
10077046,19650207,크리스 록,2860268
10077075,19680000,크리스 밀러,1512340
10077150,19810613,크리스 에반스,39559859
20173203,19791009,크리스 오다우드,2718158
10077251,19800826,크리스 파인,4903958
10077262,19790621,크리스 프랫,6857982
10077282,19830811,크리스 헴스워스,22303817
10077325,19740130,크리스찬 베일,17337233
10077498,19220527,크리스토퍼 리,7230889
10077601,19430331,크리스토퍼 월켄,2537438
10077744,19561004,크리스토프 왈츠,1820760
10077952,19650224,크리스틴 데이비스,1067550
10077984,19800718,크리스틴 벨,10296101
10077997,19900409,크리스틴 스튜어트,9406739
10077417,19730822,크리스틴 위그,4880800
10078055,19640420,크리스핀 글로버,2147012
10078252,19641003,클라이브 오웬,807850
10078276,19590105,클랜시 브라운,1163274
10078687,19640902,키아누 리브스,3043231
10078551,19850326,키이라 나이틀리,6054454
10078780,19661221,키퍼 서덜랜드,1373873
10078866,19560821,킴 캐트럴,1067550
10075263,19861226,킷 해링턴,1373873
20264310,20040504,타니 카논,3651886
10023742,19961111,타이 쉐리던,2938818
10079261,19781230,타이레스 깁슨,3424814
10079457,19680724,탁재훈,12045137
10079458,19870000,탁트인,5494334
10079526,19791007,탕웨이,2734516
10008451,19891110,태런 에저튼,6129681
20167017,19890309,태연,1027050
10079550,19721106,탠디 뉴튼,5390201
10079720,19860226,테레사 팔머,1111284
10079735,19690311,테렌스 하워드,4290816
10079948,19920211,테일러 로트너,4724063
10079954,19810408,테일러 키취,2241687
20126989,19781223,토니 블랙,860340
10080483,19900516,토마스 생스터,5556840
10080641,19460915,토미 리 존스,5991728
10080702,19750627,토비 맥과이어,7543756
10080718,19820709,토비 켑벨,2563575
10080866,19640807,톰 맥그라스,1512340
10081054,19620703,톰 크루즈,32223915
10081106,19770915,톰 하디,12247059
10081113,19560709,톰 행크스,7375391
20272630,19960601,톰 홀랜드,8677249
20172889,19810209,톰 히들스턴,3039889
10081217,19790715,트래비스 핌멜,1163274
10081721,19601105,틸다 스윈튼,14796232
10082391,19810916,판빙빙,1586042
10082423,19641105,팜케 얀센,4169530
10082575,19660113,패트릭 뎀시,7784743
10082650,19400713,패트릭 스튜어트,1438056
10082678,19730703,패트릭 윌슨,5559871
10082756,19690127,패튼 오스왈트,1025205
10082948,19740428,페넬로페 크루즈,3130046
10083379,19610715,포레스트 휘테커,2868663
10083458,19790412,폴 니콜스,859051
10083514,19690406,폴 러드,2841795
10083638,19710527,폴 베타니,19495830
10083746,19730912,폴 워커,6660844
10083789,19670606,폴 지아마티,1924414
10084015,19751205,폴라 패튼,1163274
10084238,19570623,프란시스 맥도먼드,1629799
10084254,19670612,프란시스 오코너,1928605
10084370,19740722,프란카 포텐테,1928605
10084454,19550921,프랑수아 클뤼제,1720472
10085071,19920214,프레디 하이모어,3218138
10085118,19841018,프리다 핀토,5218625
10085363,19530516,피어스 브로스넌,1846180
10086510,19670723,필립 세이모어 호프만,5127003
10086728,19790820,하동훈,1014372
10086891,19390513,하비 케이틀,1998059
10086911,19690301,하비에르 바르뎀,2376145
10086944,19820210,하석진,1188326
20207754,19901010,하연수,1865195
10087253,19780311,하정우,73112309
10087280,19780628,하지원,23630365
10087363,19820202,한가인,4716037
10087380,19750315,한고은,1532632
10087396,19610313,한기중,12685930
20111961,19600317,한명구,2341521
10087518,19641103,한석규,19047341
10087586,19470618,한스 지슬러,763078
20090447,19841223,한예리,6783990
10087693,19800710,한은정,4296660
20233528,19781024,한재영,13379716
10087723,19721120,한정수,1304892
10087751,19821105,한지민,17302011
20145277,19900603,한지은,8657982
10087763,19840629,한지혜,2558448
10087774,19490314,한진희,991674
10087779,19800000,한채영,3597883
10087814,19811027,한혜진,7094313
10087820,19870222,한효주,24354369
10033626,19540605,할룩 빌기너,1400301
10087875,19660814,할리 베리,6107181
10087924,19881212,함은정,1339833
10088165,19420713,해리슨 포드,6914987
10088224,19640425,행크 아자리아,2999876
10088450,19820611,허준석,1624601
10088453,19640000,허준호,9465979
10088460,19490828,허진,6879908
10088477,19800407,허태희,1311071
10088620,19810419,헤이든 크리스텐슨,3130060
10078657,19961211,헤일리 스테인펠드,3427524
10088784,19830505,헨리 카빌,5777551
10088863,19660526,헬레나 본햄 카터,8873780
10088888,19450726,헬렌 미렌,6429463
10088960,19710000,현경선,1003026
10088975,19820925,현빈,12512856
20196006,19990917,현승민,1584168
10088987,19760906,현영,3558970
10090604,19680318,호군,1570703
10089361,19580320,홀리 헌터,2877662
10089395,19761027,홍경인,6959083
10089485,19741216,홍범기,1065967
10089534,19680628,홍성덕,1128288
10089613,19860630,홍수아,1533175
10089621,19810215,홍수현,2498755
20233866,20080223,홍은택,2625686
10089894,19620706,홍진희,7362657
20239407,19830527,황미영,2108273
10090096,19831002,황보라,955679
10090114,19720000,황석정,5094231
20232807,19770624,황석하,988451
10090203,19790810,황우슬혜,9389046
10090290,19700901,황정민,83227571
20111869,19690523,황정민,21887340
10090333,19790220,황지애,1003026
10090792,19600909,휴 그랜트,2086212
10090817,19681012,휴 잭맨,19762246
10090849,19600404,휴고 위빙,7230889
10090940,19840113,히라야마 아야,1442299
10091017,19790404,히스 레저,4060490